seed,mean_encoded,injected_linear_rgb_sigma,gray,domain,component,measured,reference,passed
92821,0.0627451017,0.00100000005,true,linear,cb,2.1713915e-19,3.02263531e-19,true
92821,0.0627451017,0.00100000005,true,linear,cr,2.74018079e-19,3.8144051e-19,true
92821,0.0627451017,0.00100000005,true,encoded,y,0.00947836973,0.0096985139,true
92821,0.0627451017,0.00100000005,true,encoded,cb,2.4372519e-18,3.1853282e-18,true
92821,0.0627451017,0.00100000005,true,encoded,cr,3.0756823e-18,4.01971479e-18,true
92821,0.0627451017,0.00100000005,false,linear,y,0.000751787622,0.000750374864,true
92821,0.0627451017,0.00100000005,false,linear,cb,0.00067559391,0.000674688141,true
92821,0.0627451017,0.00100000005,false,linear,cr,0.000760628842,0.000759731571,true
92821,0.0627451017,0.00100000005,false,encoded,y,0.00728251971,0.00726885768,true
92821,0.0627451017,0.00100000005,false,encoded,cb,0.00655450113,0.0065358663,true
92821,0.0627451017,0.00100000005,false,encoded,cr,0.00732832914,0.00735738873,true
92821,0.0627451017,0.00800000038,true,linear,y,0.00798606593,0.00800846703,true
92821,0.0627451017,0.00800000038,true,linear,cb,4.11216091e-19,4.58660431e-19,true
92821,0.0627451017,0.00800000038,true,linear,cr,5.18932895e-19,5.78805106e-19,true
92821,0.0627451017,0.00800000038,true,encoded,y,0.076954037,0.0776831135,true
92821,0.0627451017,0.00800000038,true,encoded,cb,3.79029708e-18,4.34047145e-18,true
92821,0.0627451017,0.00800000038,true,encoded,cr,4.78315369e-18,5.47744443e-18,true
92821,0.0627451017,0.00800000038,false,linear,y,0.00601430144,0.00600299891,true
92821,0.0627451017,0.00800000038,false,linear,cb,0.00540475128,0.00539750513,true
92821,0.0627451017,0.00800000038,false,linear,cr,0.00608503073,0.00607785257,true
92821,0.0627451017,0.00800000038,false,encoded,y,0.0582997873,0.0582101271,true
92821,0.0627451017,0.00800000038,false,encoded,cb,0.0524092019,0.0523485281,true
92821,0.0627451017,0.00800000038,false,encoded,cr,0.0591795035,0.0588966869,true
92821,0.0627451017,0.0320000015,true,linear,y,0.0319442637,0.0320338681,true
92821,0.0627451017,0.0320000015,true,linear,cb,1.4137987e-18,1.42790575e-18,true
92821,0.0627451017,0.0320000015,true,linear,cr,1.78413883e-18,1.80194121e-18,true
92821,0.0627451017,0.0320000015,true,encoded,y,0.285511822,0.287057132,true
92821,0.0627451017,0.0320000015,true,encoded,cb,1.26823712e-17,1.28005505e-17,true
92821,0.0627451017,0.0320000015,true,encoded,cr,1.60044791e-17,1.61536148e-17,true
92821,0.0627451017,0.0320000015,false,linear,y,0.0240572058,0.0240119956,true
92821,0.0627451017,0.0320000015,false,linear,cb,0.0216190051,0.0215900205,true
92821,0.0627451017,0.0320000015,false,linear,cr,0.0243401229,0.0243114103,true
92821,0.0627451017,0.0320000015,false,encoded,y,0.215949416,0.215082228,true
92821,0.0627451017,0.0320000015,false,encoded,cb,0.193833232,0.193423614,true
92821,0.0627451017,0.0320000015,false,encoded,cr,0.218735576,0.217554018,true
92821,0.0627451017,0.064000003,true,linear,y,0.0638885275,0.0640677363,true
92821,0.0627451017,0.064000003,true,linear,cb,2.80279811e-18,2.81390983e-18,true
92821,0.0627451017,0.064000003,true,linear,cr,3.53698253e-18,3.55100489e-18,true
92821,0.0627451017,0.064000003,true,encoded,y,0.549068451,0.551555574,true
92821,0.0627451017,0.064000003,true,encoded,cb,2.44493595e-17,2.48874096e-17,true
92821,0.0627451017,0.064000003,true,encoded,cr,3.08537938e-17,3.14065887e-17,true
92821,0.0627451017,0.064000003,false,linear,y,0.0481144115,0.0480239913,true
92821,0.0627451017,0.064000003,false,linear,cb,0.0432380103,0.043180041,true
92821,0.0627451017,0.064000003,false,linear,cr,0.0486802459,0.0486228205,true
